Drug Name,Drug ID (ChEMBL),Queried Disease (per drug),Phase,Trial Status,Sponsor,Estimated Primary Completion Date,Trial Start Date,Mechanism of Action,Trial IDs (NCT),PubMed Reference,PubChem CID,Molecular Formula,Canonical SMILES,Molecular Weight,Source URLs
CETUXIMAB,CHEMBL1201577,rectal cancer,PHASE_2,RECRUITING,Fudan University,2030-03-10,2025-03-10,Epidermal growth factor receptor erbB1 inhibitor,NCT06928584,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06928584
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University,2028-12-31,2025-04-17,Epidermal growth factor receptor erbB1 inhibitor,NCT06935188,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06935188
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Blokhin's Russian Cancer Research Center,2027-11-10,2025-03-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06978400,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06978400
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,2027-03-31,2025-03-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06978829,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06978829
CETUXIMAB,CHEMBL1201577,colorectal liver metastasis,PHASE_2,RECRUITING,Tongji Hospital,2030-12-31,2023-05-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06988852,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06988852
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Chinese PLA General Hospital,2026-07-31,2024-09-01,Epidermal growth factor receptor erbB1 inhibitor,NCT07044921,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07044921
CETUXIMAB,CHEMBL1201577,head and neck squamous cell cancer,PHASE_2,RECRUITING,Memorial Sloan Kettering Cancer Center,2028-01-02,2025-07-02,Epidermal growth factor receptor erbB1 inhibitor,NCT07063212,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07063212
CETUXIMAB,CHEMBL1201577,non-small cell lung carcinoma,PHASE_2,RECRUITING,Guangdong Association of Clinical Trials,2027-09,2025-11-03,Epidermal growth factor receptor erbB1 inhibitor,NCT07198841,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07198841
CETUXIMAB,CHEMBL1201577,advanced solid tumor,PHASE_2,RECRUITING,Merck Sharp & Dohme LLC,2032-04-09,2025-12-04,Epidermal growth factor receptor erbB1 inhibitor,NCT07209111,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07209111
CETUXIMAB,CHEMBL1201577,non-small cell lung carcinoma,PHASE_2,RECRUITING,Merck Sharp & Dohme LLC,2033-01-14,2025-12-19,Epidermal growth factor receptor erbB1 inhibitor,NCT07252739,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07252739
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,"Second Affiliated Hospital, School of Medicine, Zhejiang University",2026-01-03,2024-01-03,Epidermal growth factor receptor erbB1 inhibitor,NCT07253896,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07253896
CETUXIMAB,CHEMBL1201577,"colorectal cancer, non-small cell lung carcinoma",PHASE_2,RECRUITING,Mirati Therapeutics Inc.,2028-02-16,2026-05-06,Epidermal growth factor receptor erbB1 inhibitor,NCT07415031,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07415031
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Tianjin Medical University Cancer Institute and Hospital,2027-12,2026-03-01,Epidermal growth factor receptor erbB1 inhibitor,NCT07506109,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07506109
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,The First Hospital of Jilin University,2027-05-31,2025-11-01,Epidermal growth factor receptor erbB1 inhibitor,NCT07559760,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07559760
CETUXIMAB,CHEMBL1201577,colorectal adenocarcinoma,PHASE_2,RECRUITING,Zhejiang University,2028-12,2026-04-30,Epidermal growth factor receptor erbB1 inhibitor,NCT07581912,"PMID:26808342 - Cancer statistics in China, 2015. - (CA: a cancer journal for clinicians 2016)",,,,,https://clinicaltrials.gov/study/NCT07581912
CETUXIMAB,CHEMBL1201577,glioblastoma,PHASE_1_2,RECRUITING,Northwell Health,2028-12,2016-06,Epidermal growth factor receptor erbB1 inhibitor,NCT02861898,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT02861898
CETUXIMAB,CHEMBL1201577,"pancreatic ductal adenocarcinoma, colorectal cancer, non-small cell lung carcinoma",PHASE_1_2,RECRUITING,"D3 Bio (Wuxi) Co., Ltd",2027-04,2022-08-03,Epidermal growth factor receptor erbB1 inhibitor,NCT05410145,PMID:40301557 - D3S-001 in advanced solid tumors with KRAS(G12C) mutations: a phase 1 trial. - (Nature medicine 2025),,,,,https://clinicaltrials.gov/study/NCT05410145
CETUXIMAB,CHEMBL1201577,solid tumors,PHASE_1_2,RECRUITING,Sanofi,2027-01-19,2022-11-29,Epidermal growth factor receptor erbB1 inhibitor,NCT05584670,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05584670
CETUXIMAB,CHEMBL1201577,"colorectal cancer, pancreatic ductal adenocarcinoma, biliary tract cancer, non-small cell lung carcinoma",PHASE_1_2,RECRUITING,Institut de Recherches Internationales Servier,2028-06,2023-04-18,Epidermal growth factor receptor erbB1 inhibitor,NCT05786924,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05786924
CETUXIMAB,CHEMBL1201577,"non-small cell lung carcinoma, squamous cell carcinoma",PHASE_1_2,RECRUITING,Hummingbird Bioscience,2027-12-01,2024-02-05,Epidermal growth factor receptor erbB1 inhibitor,NCT05910827,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05910827
CETUXIMAB,CHEMBL1201577,"glioma, glioblastoma, diffuse intrinsic pontine glioma, paraganglioma",PHASE_1_2,RECRUITING,University of Miami,2029-10-01,2025-06-19,Epidermal growth factor receptor erbB1 inhibitor,NCT05956821,PMID:34359048 - Intraarterial delivery of bevacizumab and cetuximab utilizing blood-brain barrier disruption in children with high-grade glioma and diffuse intrinsic pontine glioma: results of a phase I trial. - (Journal of neurosurgery. Pediatrics 2021),,,,,https://clinicaltrials.gov/study/NCT05956821
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_1_2,RECRUITING,M.D. Anderson Cancer Center,2029-03-01,2024-08-28,Epidermal growth factor receptor erbB1 inhibitor,NCT06412198,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06412198
CETUXIMAB,CHEMBL1201577,"colorectal cancer, metastatic colorectal cancer",PHASE_1_2,RECRUITING,"Cancer Hospital Chinese Academy of Medical Science, Shenzhen Center",2025-06-25,2023-12-25,Epidermal growth factor receptor erbB1 inhibitor,NCT06776757,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06776757
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_1_2,RECRUITING,Sun Yat-sen University,2027-12-31,2025-06-01,Epidermal growth factor receptor erbB1 inhibitor,NCT07012954,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07012954
CETUXIMAB,CHEMBL1201577,solid tumor,PHASE_1_2,RECRUITING,"Verastem, Inc.",2028-12,2025-06-24,Epidermal growth factor receptor erbB1 inhibitor,NCT07020221,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07020221
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_1_2,RECRUITING,Chang Gung Memorial Hospital,2025-12-31,2025-05-14,Epidermal growth factor receptor erbB1 inhibitor,NCT07204574,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07204574
CETUXIMAB,CHEMBL1201577,advanced solid malignancies,PHASE_1_2,RECRUITING,Bristol-Myers Squibb,2028-10-13,2025-11-25,Epidermal growth factor receptor erbB1 inhibitor,NCT07223047,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07223047
CETUXIMAB,CHEMBL1201577,"solid tumors, KRAS G12D mutation",PHASE_1_2,RECRUITING,Genfleet Therapeutics (Shanghai) Inc.,2027-07,2025-10-21,Epidermal growth factor receptor erbB1 inhibitor,NCT07259590,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07259590
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_1_2,RECRUITING,M.D. Anderson Cancer Center,2028-11-15,2026-04-20,Epidermal growth factor receptor erbB1 inhibitor,NCT07411599,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07411599
CETUXIMAB,CHEMBL1201577,"head and neck squamous cell carcinoma, metastatic colorectal cancer, renal cell carcinoma, non-small cell lung carcinoma, colorectal cancer, acral lentiginous melanoma, triple-negative breast carcinoma",PHASE_1,RECRUITING,"Tizona Therapeutics, Inc",2027-06-01,2020-07-14,Epidermal growth factor receptor erbB1 inhibitor,NCT04485013,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT04485013
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_1,RECRUITING,Memorial Sloan Kettering Cancer Center,2026-06-20,2021-01-20,Epidermal growth factor receptor erbB1 inhibitor,NCT04722523,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT04722523
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_1,RECRUITING,Hoffmann-La Roche,2030-08-31,2021-10-22,Epidermal growth factor receptor erbB1 inhibitor,NCT04929223,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT04929223
CETUXIMAB,CHEMBL1201577,neoplasm,PHASE_1,RECRUITING,Merck Sharp & Dohme LLC,2030-02-25,2021-12-17,Epidermal growth factor receptor erbB1 inhibitor,NCT05067283,PMID:38924388 - Discovery of MK-1084: An Orally Bioavailable and Low-Dose KRAS(G12C) Inhibitor. - (Journal of medicinal chemistry 2024),,,,,https://clinicaltrials.gov/study/NCT05067283
CETUXIMAB,CHEMBL1201577,"solid tumor, colorectal cancer, melanoma",PHASE_1,RECRUITING,Pfizer,2028-04-23,2022-07-05,Epidermal growth factor receptor erbB1 inhibitor,NCT05355701,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05355701
CETUXIMAB,CHEMBL1201577,non-small cell lung carcinoma,PHASE_1,RECRUITING,Innovent Biologics (Suzhou) Co. Ltd.,2025-05-31,2022-09-20,Epidermal growth factor receptor erbB1 inhibitor,NCT05504278,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05504278
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_1,RECRUITING,M.D. Anderson Cancer Center,2028-03-28,2024-01-18,Epidermal growth factor receptor erbB1 inhibitor,NCT05985954,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05985954
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_1,RECRUITING,University of Chicago,2026-06,2023-12-18,Epidermal growth factor receptor erbB1 inhibitor,NCT06005324,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06005324
CETUXIMAB,CHEMBL1201577,neoplasm,PHASE_1,RECRUITING,Incyte Corporation,2027-01-01,2024-01-04,Epidermal growth factor receptor erbB1 inhibitor,NCT06179160,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06179160
CETUXIMAB,CHEMBL1201577,advanced solid tumors,PHASE_1,TERMINATED,Biond Biologics,2026-04-29,2024-06-02,Epidermal growth factor receptor erbB1 inhibitor,NCT06274437,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06274437
CETUXIMAB,CHEMBL1201577,solid tumor,PHASE_1,RECRUITING,Hansoh BioMedical R&D Company,2026-05-30,2024-04-26,Epidermal growth factor receptor erbB1 inhibitor,NCT06332170,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06332170
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_1,RECRUITING,M.D. Anderson Cancer Center,2029-01-18,2024-12-02,Epidermal growth factor receptor erbB1 inhibitor,NCT06358430,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06358430
CETUXIMAB,CHEMBL1201577,acute lymphoblastic leukemia,PHASE_1,SUSPENDED,City of Hope Medical Center,2026-12-05,2024-11-06,Epidermal growth factor receptor erbB1 inhibitor,NCT06447987,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06447987
CETUXIMAB,CHEMBL1201577,advanced solid tumors,PHASE_1,RECRUITING,GlaxoSmithKline,2028-10-16,2024-09-30,Epidermal growth factor receptor erbB1 inhibitor,NCT06551142,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06551142
CETUXIMAB,CHEMBL1201577,"solid tumors, colorectal cancer, non-small cell lung carcinoma",PHASE_1,TERMINATED,BeOne Medicines,2026-04-23,2024-12-13,Epidermal growth factor receptor erbB1 inhibitor,NCT06585488,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06585488
CETUXIMAB,CHEMBL1201577,solid tumor,PHASE_1,RECRUITING,Eli Lilly and Company,2029-03,2024-09-12,Epidermal growth factor receptor erbB1 inhibitor,NCT06586515,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06586515
CETUXIMAB,CHEMBL1201577,solid tumor cancer,PHASE_1,RECRUITING,Kumquat Biosciences Inc.,2029-06-30,2025-02-04,Epidermal growth factor receptor erbB1 inhibitor,NCT06720987,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06720987
